trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	actualenddate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
ACTRN12623000874617	Biomarcer-2	Phase 2	RECRUITING	ACT, NSW, QLD, TAS, VIC, WA	2023-08-15	2024-10-08		Cetuximab; Cetuximab + Fluorouracil + Irinotecan + Leucovorin; Cetuximab + Irinotecan; Fluorouracil; Irinotecan; Leucovorin	topoisomerase_inhibitor; Fluorouracil; anti-EGFR_monoclonal_antibody + topoisomerase_inhibitor; folinic_acid; anti-EGFR_monoclonal_antibody; anti-EGFR_monoclonal_antibody + fluoropyrimidine + folinic_acid + topoisomerase_inhibitor	Cetuximab + Fluorouracil + Irinotecan + Leucovorin; Cetuximab + Irinotecan	anti-EGFR_monoclonal_antibody + fluoropyrimidine + folinic_acid + topoisomerase_inhibitor; anti-EGFR_monoclonal_antibody + topoisomerase_inhibitor; Fluorouracil	None	Phase II single arm study to explore the efficacy of cetuximab (in combination with irinotecan based treatment) in advanced stage RAS/BRAF wild-type right-sided colorectal cancer with high AREG/EREG expression	Advanced RAS Wild type right sided Colorectal cancer	3844 - Traralgon; 6150 - Murdoch; 2605 - Garran; 2298 - Waratah; 2305 - New Lambton Heights; 3280 - Warrnambool; 3144 - Malvern; 3076 - Epping; 3000 - Melbourne; 3084 - Heidelberg; 3011 - Footscray; 2340 - Tamworth	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623000874617
ACTRN12623000956606	Australia	Phase 1	RECRUITING	NSW, QLD, SA, VIC	2023-09-04	2023-11-15		AT-0174	dual_IDO/TDO_inhibitor	AT-0174	dual_IDO/TDO_inhibitor	Antido Therapeutics (Australia) Protocol No. AT-0174-001	A Phase I Study to Evaluate the Safety, Tolerability, Pharmacology, and Preliminary Efficacy of AT-0174 in Subjects with Advanced Solid Malignancies	Locally Advanced Solid Tumours	3065 - Fitzroy; 2228 - Miranda; 3350 - Ballarat Central; 4575 - Birtinya; 5000 - Adelaide	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623000956606
ACTRN12623001072606	LuCape	Phase 1	RECRUITING	WA	2023-10-06	2023-10-13		Capecitabine; Lu-177 vipivotide tetraxetan	radioconjugate,PSMA-targeting; fluoropyrimidine	Capecitabine; Lu-177 vipivotide tetraxetan	fluoropyrimidine; radioconjugate,PSMA-targeting	Nil known	A phase 1a/b dose-escalation and dose-expansion study to evaluate Lutetium-177-PSMA I&T (Lu-PSMA) with radiosensitising Capecitabine in patients with metastatic castration-resistant prostate cancer (mCRPC)	metastatic castration-resistant prostate cancer	6150 - Murdoch	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001072606
ACTRN12623001077651	EMITT-1	Phase 1 / Phase 2	RECRUITING	NSW, QLD, SA, VIC	2023-10-10	2024-04-18		Cemiplimab; Cemiplimab + GRWD5769; GRWD5769	ERAP1_inhibitor; ERAP1_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Cemiplimab + GRWD5769; GRWD5769	ERAP1_inhibitor; ERAP1_inhibitor + anti-PD-1_monoclonal_antibody	GRWD5769-ST-01 Module 2	A Modular, Multi-part, Multi-arm, Open-label, Phase I/II Study to Evaluate the Safety and Tolerability of GRWD5769 Alone and in Combination with Anticancer Treatments in Patients with Solid Malignancies - Module 2.	Advanced solid malignancies	5000 - Adelaide; 2500 - Wollongong; 3084 - Heidelberg; 2010 - Darlinghurst; 5042 - Bedford Park; 2148 - Blacktown; 4101 - South Brisbane; 3004 - Melbourne	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001077651
ACTRN12623001126606	TCaP	Phase 1 / Phase 2	RECRUITING	QLD, VIC	2023-11-01	2024-05-14		Cytarabine; Cytarabine + Pembrolizumab; Ifosfamide; Pembrolizumab	antimetabolite; alkylating_agent; anti-PD-1_monoclonal_antibody + antimetabolite; anti-PD-1_monoclonal_antibody	Cytarabine + Pembrolizumab; Pembrolizumab; Ifosfamide	anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + antimetabolite; alkylating_agent	Nil known	Phase I/II clinical trial evaluating the safety and efficacy of allogeneic cytomegalovirus-specific T cells in combination with pembrolizumab for recurrent and newly diagnosed glioblastoma multiforme	Glioblastoma multiforme/astrocytoma grade 4	3084 - Heidelberg; 4006 - Bowen Hills; 4029 - Royal Brisbane Hospital; 4102 - Woolloongabba	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001126606
ACTRN12623001164684	ACTRN12623001164684	Not Applicable	RECRUITING	QLD	2023-11-09			Atorvastatin; Hydroxychloroquine; Melatonin; Metformin	biguanide_antihyperglycaemic_agent; HMG-CoA_reductase_inhibitor; anti-malarial_agent; melatonin	Atorvastatin; Hydroxychloroquine; Melatonin; Metformin	HMG-CoA_reductase_inhibitor; anti-malarial_agent; biguanide_antihyperglycaemic_agent; melatonin	Nil	Assessing treatment effectiveness of the 'Repurposing-Drugs-in-Oncology' (ReDO) protocol for adult cancer by Circulating Tumour Cell (CTC) analysis: A case-series	Cancer	4209 - Willow Vale	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001164684
ACTRN12623001217695	ACTRN12623001217695	Phase 1	NOT_YET_RECRUITING	NSW	2023-11-27			IMD-101	IL2_conjugate	IMD-101	IL2_conjugate	AFB-105	An Open-Label Dose-Escalation Phase Ia Clinical Trial to Evaluate the Safety, Tolerability and Preliminary Efficacy of IMD-101 Injectable in Participants with Advanced Malignant Solid Tumours.	Advanced malignant solid tumours		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001217695
ACTRN12623001333606	CCaLM	Phase 2	NOT_YET_RECRUITING	NSW	2023-12-19			Labetuzumab	anti-CEACAM5_monoclonal_antibody	Labetuzumab	anti-CEACAM5_monoclonal_antibody	Nil known	The Novel use of Labetuzumab as Adjuvant Immunotherapy in Patients with Primary Colon Adenocarcinoma with Intact PELPK Binding Motif in their CEACAM5 gene in a Phase II clinical trial regarding the Development of Metachronous Liver Metastases (i.e., those at ‘high-risk’ of metachronous CRCLMs)	Colon cancer	2217 - Kogarah	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12623001333606
ACTRN12624000110583	SOCRATES-PILOT	Not Applicable	RECRUITING	NSW	2024-02-08	2024-08-19		Abiraterone; Anastrozole; Apalutamide; Atorvastatin; Bevacizumab; Darolutamide; Enzalutamide; Letrozole; Lomustine; Nab-paclitaxel; Niraparib; Olaparib; Paclitaxel	HMG-CoA_reductase_inhibitor; CYP17A1_inhibitor; anti-VEGF_monoclonal_antibody; aromatase_inhibitor; antiandrogen,nonsteroidal,second_generation; taxane; alkylating_agent; PARP_inhibitor	Abiraterone; Anastrozole; Apalutamide; Atorvastatin; Bevacizumab; Darolutamide; Enzalutamide; Letrozole; Lomustine; Nab-paclitaxel; Niraparib; Olaparib; Paclitaxel	CYP17A1_inhibitor; HMG-CoA_reductase_inhibitor; PARP_inhibitor; alkylating_agent; anti-VEGF_monoclonal_antibody; antiandrogen,nonsteroidal,second_generation; aromatase_inhibitor; taxane	CTC 0393	SOCRATES PILOT: Standard of Care Randomised Treatment Evaluation Studies	Cardio Vascular Disease; Cancer	2050 - Missenden Road; 2050 - Camperdown; 2031 - Randwick; 2139 - Concord	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000110583
ACTRN12624000268549	LEPO	Phase 1	NOT_YET_RECRUITING	NSW	2024-03-15							ADRI002	LEPO: A phase 1 study of Leptospermum petersonii extract for patients with mesothelioma	Mesothelioma		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000268549
ACTRN12624000288527	REZOLV3R	Phase 3	RECRUITING	NSW, QLD, VIC	2024-03-20			Bevacizumab	anti-VEGF_monoclonal_antibody	Bevacizumab	anti-VEGF_monoclonal_antibody	CTC 0398	Efficacy of intraperitoneal bevacizumab for decreasing or delaying re-accumulation of recurrent malignant ascites in chemotherapy resistant solid tumours: a randomised trial (REZOLV3R)	Recurrent malignant ascites; Chemotherapy resistant solid tumours	2139 - Concord; 2060 - North Sydney	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000288527
ACTRN12624000532505	INTER-EWING-1	Phase 3	RECRUITING	NSW, NZ, QLD, SA, TAS, VIC, WA	2024-04-29	2024-02-23		Cyclophosphamide; Cyclophosphamide + Doxorubicin + Etoposide + Ifosfamide + Regorafenib + Vincristine; Cyclophosphamide + Vinorelbine; Doxorubicin; Etoposide; Ifosfamide; Radiotherapy; Regorafenib; Vincristine; Vinorelbine	radiotherapy; topoisomerase_inhibitor; alkylating_agent + vinca_alkaloid; vinca_alkaloid; KIT/PDGFR/RET/VEGFR/FGFR_inhibitor; alkylating_agent; doxorubicin; KIT/PDGFR/RET/VEGFR/FGFR_inhibitor + alkylating_agent + anthracycline + topoisomerase_inhibitor + vinca_alkaloid	Cyclophosphamide + Doxorubicin + Etoposide + Ifosfamide + Regorafenib + Vincristine; Cyclophosphamide + Vinorelbine; Radiotherapy	KIT/PDGFR/RET/VEGFR/FGFR_inhibitor + alkylating_agent + anthracycline + topoisomerase_inhibitor + vinca_alkaloid; alkylating_agent + vinca_alkaloid; radiotherapy; doxorubicin	ISRCTN17938906  RG_21-151	International clinical research programme to improve outcomes in newly diagnosed Ewing sarcoma – Trial 1 (INTER-EWING-1)	Ewing Sarcoma	6009 - Nedlands	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000532505
ACTRN12624000588594	PORCUPINE2-Australian-Extension	Phase 2	NOT_YET_RECRUITING	NSW	2024-05-08			Denosumab; Denosumab + Zamaporvint; Zamaporvint	PORCN_inhibitor + anti-RANK_L_monoclonal_antibody; anti-RANK_L_monoclonal_antibody; PORCN_inhibitor	Denosumab + Zamaporvint; Zamaporvint	PORCN_inhibitor; PORCN_inhibitor + anti-RANK_L_monoclonal_antibody	None	A Phase 2, Open-Label, Multicentre Study to Assess the Preliminary Efficacy and Safety of RXC004, in Patients with Advanced Pancreatic Cancer that have Progressed following Therapy with Current Standard of Care	Pancreatic Cancer		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000588594
ACTRN12624000644561	ACTRN12624000644561	Not Applicable	NOT_YET_RECRUITING	NSW	2024-05-20							None	A randomised controlled trial comparing animation-based with written patient information for educating patients about robotic-assisted radical prostatectomy	prostate cancer		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000644561
ACTRN12624000911594	CICAFU	Phase 3	NOT_YET_RECRUITING	QLD	2024-07-26			Fluorouracil	Fluorouracil; fluoropyrimidine	Fluorouracil	fluoropyrimidine; Fluorouracil	Nil known	CICAFU Trial: Randomised, controlled trial of CICAPLAST Baume B5+ versus standard of care on tolerability and observance of topical 5% 5-fluorouracil in Patients diagnosed with Actinic Keratoses (AK)	Skin Cancer	4102 - Woolloongabba	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000911594
ACTRN12624000917538	CetPro	Phase 2	NOT_YET_RECRUITING	QLD	2024-07-29			Cetuximab; Cetuximab + Prochlorperazine; Prochlorperazine	antihistamine; anti-EGFR_monoclonal_antibody + antihistamine; anti-EGFR_monoclonal_antibody	Cetuximab; Cetuximab + Prochlorperazine	anti-EGFR_monoclonal_antibody; anti-EGFR_monoclonal_antibody + antihistamine	none	Efficacy and safety of cetuximab and prochlorperazine combined for solid organ transplant patients with advanced Cutaneous Squamous Cell Carcinoma: CetPro study	skin cancer; solid organ transplant recipients	4102 - Woolloongabba	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000917538
ACTRN12624000964516	RATIONAL-PT	Phase 2 / Phase 3	NOT_YET_RECRUITING	ACT, NSW, SA, VIC	2024-08-08							TRU-RPT-22	A randomised platform trial evaluating the role of interventions to prevent infection in patients with acquired hypogammaglobulinemia secondary to haematological malignancies - RATIONAL-PT (Start-Ig Domain)	haematological malignancy; hypogammaglobulinemia		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624000964516
ACTRN12624001067561	ACTRN12624001067561	Not Applicable	NOT_YET_RECRUITING	SA	2024-09-03							Nil known	Evaluate the effectiveness of implementing a supportive care navigation tool for people diagnosed with pancreatic cancer.	unmet needs; survival; pancreatic cancer	5042 - Bedford Park	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001067561
ACTRN12624001101572	EXHIBIT	Not Applicable	NOT_YET_RECRUITING	VIC	2024-09-12							None.	The safety and feasibility of exercise in patients with melanoma undergoing adjuvant immunotherapy with immune checkpoint inhibitor therapy – the EXHIBIT Study	Cutaneous melanoma	3000 - Melbourne; 3144 - Malvern	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001101572
ACTRN12624001119583	ACTRN12624001119583	Not Applicable	NOT_YET_RECRUITING	VIC	2024-09-17							Nil	Transperineal prostate biopsy under local anaesthetic in adults with suspected or confirmed prostate cancer: an analysis of cost, efficacy and patient tolerability in Australia	Prostate cancer		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001119583
ACTRN12624001120561	PECAN	Not Applicable	NOT_YET_RECRUITING	WA	2024-09-17							None	Patient Initiated Follow Up (PIFU) in Endometrial Cancer (PECAN) – a Randomised Pilot Feasibility Study	Endometrial cancer	6008 - Subiaco	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001120561
ACTRN12624001123538	ITM-2221-01CT	Phase 1	NOT_YET_RECRUITING	NSW, QLD	2024-09-18							ITM-2221-01CT	A Multicentre, Open-label, Interventional, Repeated Dose Escalation/De-escalation Phase I Trial to Determine the Optimal Biological Dose, and Evaluate Safety, Pharmacokinetics and Preliminary Efficacy of Actinium (225Ac) Ibu-DAB-PSMA for the Treatment of PSMA-positive Progressive Metastatic Castration Resistant Prostate Cancer	Progressive metastatic castration resistant prostate cancer (mCRPC)		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001123538
ACTRN12624001188527	G-DISCO	Phase 1	RECRUITING	WA	2024-09-30	2025-01-10		Docetaxel; Docetaxel + Gemcitabine; Gemcitabine	antimetabolite; antimetabolite + taxane; taxane; gemcitabine	Docetaxel + Gemcitabine	antimetabolite + taxane; gemcitabine	ANZUP 2403	G-DISCO: A Phase 1 study of feasibility, safety and tolerability of synchronous intravesical administration of gemcitabine and docetaxel - ANZUP 2403.	High risk non muscle invasive bladder cancer		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001188527
ACTRN12624001330538	The-Ginger-MAP-Study	Not Applicable	NOT_YET_RECRUITING	QLD	2024-11-01							Nil	The effect of low dose versus high dose ginger supplementation compared to standard care (no ginger) on gastric motility (measured by body surface gastric mapping) in patients receiving chemotherapy classified as at moderate to high risk of emesis.	cancer; chemotherapy-induced nausea and vomiting	4000 - Brisbane	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001330538
ACTRN12624001340527	PaxPlus-ABC	Phase 1	NOT_YET_RECRUITING	QLD	2024-11-05			Carboplatin; Carboplatin + Gemcitabine + Nab-paclitaxel + Paxalisib + Pembrolizumab; Gemcitabine; Nab-paclitaxel; Olaparib; Olaparib + Paxalisib; Paxalisib; Paxalisib + Pembrolizumab; Pembrolizumab	dual_PI3K/mTOR_inhibitor; anti-PD-1_monoclonal_antibody; taxane; gemcitabine; PARP_inhibitor + dual_PI3K/mTOR_inhibitor; anti-PD-1_monoclonal_antibody + dual_PI3K/mTOR_inhibitor; platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + antimetabolite + dual_PI3K/mTOR_inhibitor + platinum-based_antineoplastic_agent + taxane; PARP_inhibitor	Carboplatin + Gemcitabine + Nab-paclitaxel + Paxalisib + Pembrolizumab; Olaparib + Paxalisib; Paxalisib + Pembrolizumab	PARP_inhibitor + dual_PI3K/mTOR_inhibitor; anti-PD-1_monoclonal_antibody + antimetabolite + dual_PI3K/mTOR_inhibitor + platinum-based_antineoplastic_agent + taxane; anti-PD-1_monoclonal_antibody + dual_PI3K/mTOR_inhibitor; gemcitabine	KZA-0084-ABC001	A Phase 1b, Multi-centre, Open-label, Randomized Study to Evaluate the Safety, Tolerability, and Clinical Activity of Combining Paxalisib with Olaparib or Pembrolizumab/Chemotherapy in Patients with Advanced Breast Cancer	Breast cancer		https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001340527
ACTRN12624001342505	ACTRN12624001342505	Not Applicable	NOT_YET_RECRUITING	QLD	2024-11-05			Cytarabine	antimetabolite	Cytarabine	antimetabolite	Nil known	A Prospective, Open-Label, Randomized, Controlled Post-Market Clinical Trial Investigating the Safety and Effectiveness of Human Amnion Membrane (AM) in a Cohort of Patients with Loss of Full Thickness Skin Graft Following Reconstruction of a Cutaneous Nasal Defect Secondary to Skin Cancer Resection.	skin cancer; Failed full thickness skin graft following resection of a cutaneous nasal defect	4102 - Woolloongabba	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001342505
ACTRN12624001458527	DARO-LIPID	Phase 2	NOT_YET_RECRUITING	NSW, QLD, VIC, WA	2024-12-16			Darolutamide; Darolutamide + Opaganib; Opaganib	sphingosine_kinase-2_inhibitor; antiandrogen,nonsteroidal,second_generation + sphingosine_kinase-2_inhibitor; antiandrogen,nonsteroidal,second_generation	Darolutamide + Opaganib	antiandrogen,nonsteroidal,second_generation + sphingosine_kinase-2_inhibitor	ANZUP Cancer Trials Group Ltd: ANZUP2205	Randomised Phase 2 study of sphingosine kinase inhibitor (opaganib) in addition to darolutamide in people with poor prognostic metastatic castration resistant prostate cancer (mCRPC) based on a companion circulating lipid biomarker, PCPro (ANZUP2205)	Prostate Cancer	2010 - Darlinghurst; 2050 - Camperdown; 2830 - Dubbo; 3630 - Shepparton; 2065 - St Leonards; 2298 - Waratah; 4102 - Woolloongabba; 6009 - Nedlands; 2145 - Westmead	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001458527
ACTRN12624001484538	GBMI12	Phase 2	NOT_YET_RECRUITING	NSW, QLD	2024-12-19			Ifosfamide; Radiotherapy; Radiotherapy + Temozolomide; Temozolomide	radiotherapy; alkylating_agent; alkylating_agent + radiotherapy	Radiotherapy + Temozolomide; Ifosfamide	alkylating_agent + radiotherapy	Nil known	Phase 2 Trial examining IMMUNE-12 for patients with Glioblastoma Multiforme (GBM).	Glioblastoma multiforme	4120 - Greenslopes; 2050 - Camperdown	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12624001484538
ACTRN12625000197437	NIL-Known	Phase 2	NOT_YET_RECRUITING	QLD	2025-02-20			Cemiplimab	anti-PD-1_monoclonal_antibody	Cemiplimab	anti-PD-1_monoclonal_antibody	NIL Known	A single arm, phase II trial of Cemiplimab in Head and Neck Cutaneous Squamous Cell Carcinoma with Large Nerve Perineural Spread	Cutaneous Squamous Cell Carcinoma; Skin Cancer	4102 - Woolloongabba	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12625000197437
ACTRN12625000203459	ENG19	Phase 1 / Phase 2	RECRUITING	NSW, VIC	2025-02-20	2025-04-22		PNU-159682	EnGeneIC_Dream_Vector-nanocells-delivered,EGFR-targeting	PNU-159682	EnGeneIC_Dream_Vector-nanocells-delivered,EGFR-targeting	EGFR EDV-D682/GC Trial	An open-label, multicenter, Phase I/IIa study assessing the safety and efficacy of EGFR targeted EDVsTM carrying cytotoxic drug PNU-159682 plus concurrent immunomodulatory adjuvant non-targeted EDVs carrying a-galactosyl ceramide in subjects with advanced EGFR-expressing cancers who have failed second-line therapy or where first- and/or second-line therapy is not appropriate (EGFR EDV-D682/GC Trial)	EGFR expressing solid tumors; Lung cancer (NSCLC and Mesothelioma); Pancreatic ductal adenocarcinoma (PDAC); Bladder/Kidney cancer; Colorectal cancer; Triple negative breast cancer (TNBC)	2060 - North Sydney; 3199 - Frankston	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12625000203459
ACTRN12625000334404	EIK-1005-001	Phase 1	NOT_YET_RECRUITING	VIC	2025-04-17			EIK1005	WRN_inhibitor	EIK1005	WRN_inhibitor	EIK 1005-001	Healthy Participant Study to Assess Safety, Tolerability and Pharmacokinetic Profile of EIK1005, a Werner helicase inhibitor.	MSI-H Solid Tumors	3004 - Melbourne	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12625000334404
ACTRN12625000361404	ACTRN12625000361404	Phase 1	NOT_YET_RECRUITING	QLD, SA, VIC, WA	2025-04-24							None	A Phase 1, Multicentre, Open-label, Non-randomized Study to Investigate Safety and Tolerability, Pharmacokinetics, Dosimetry, and Preliminary Activity of 177Lu-FO-004 in Patients with advanced solid tumours.	Advanced solid tumours	6150 - Murdoch; 4509 - North Lakes; 3000 - Melbourne; 3084 - Heidelberg	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12625000361404
ACTRN12625000697482	DULCE	Phase 2	NOT_YET_RECRUITING	NSW, NT	2025-07-01			Placebo	placebo	Placebo	placebo	Nil known	A parallel-group, 2-arm, Phase 2, multisite, stratified, double-blind, randomised, study to investigate the safety and effectiveness of doxycycline or placebo in conjunction with standard of care in adults with metastatic adenocarcinoma of the lung undergoing targeted anti-cancer therapy.	Lung cancer	2050 - Camperdown; 2010 - Darlinghurst; 2500 - Wollongong; 2145 - Westmead; 0870 - Alice Springs	https://www.anzctr.org.au/TrialSearch.aspx?searchTxt=ACTRN12625000697482
